permitnum,permitclass,permitclassmapped,permittypemapped,permittypedesc,description,housingunits,statuscurrent,relatedmup,originaladdress1,originalcity,originalstate,originalzip,link,latitude,longitude,location1,daysoutcorrections,numberreviewcycles,dependentbuilding,housingcategory,contractorcompanyname,estprojectcost,applieddate,housingunitsremoved,housingunitsadded,issueddate,expiresdate,completeddate,zoning,dwellingunittype,standardplan,parentpermitnum
3007370-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Shoreline Substantial Development Application to allow a 3-story building containing 57 086 sq. ft. of office and parking for 170 vehicles below grade in an environmentally critical area.  Existing structure to be demolished.  Project includes 37 000 cu. yds. of grading.,0.0,Completed,3007370-LU,701 W EWING ST,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3007370-EX'},47.65283384,-122.36682445,"{'latitude': '47.65283384', 'longitude': '-122.36682445'}",0,0,0,N/A,,,,,,,,,,,,
3007510-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: CANCELLED 3/29/2011Land Use Application to allow a single family dwelling unit in an environmentally critical area.  Parking for two vehicles to be located within the structure.,0.0,Canceled,3007510-LU,2622 MAYFAIR AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3007510-EX'},47.64393850,-122.35254644,"{'latitude': '47.6439385', 'longitude': '-122.35254644'}",,,0,N/A,,,,,,,,,,,,
3007628-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to allow a three-story  25 300 sq. ft. office building with parking for 24 vehicles located in an at-grade garage. A 710 sq. ft. portion of existing structure to be demolished.,0.0,Completed,3007628-LU,1601 16TH AVE,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3007628-EX'},47.61546325,-122.31196116,"{'latitude': '47.61546325', 'longitude': '-122.31196116'}",0,0,0,N/A,,,,,,,,,,,,
3008027-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Land Use Application to allow four residential and two live/work structures (six buildings total) in an environmentally critical area. Surface parking for four vehicles to be provided.  Existing single family residence to be demolished. Environmental review of short plat #3007884 is included.,0.0,Completed,3008027-LU,7321 35TH AVE NE,SEATTLE,WA,98115,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3008027-EX'},47.68192386,-122.29066663,"{'latitude': '47.68192386', 'longitude': '-122.29066663'}",0,0,0,N/A,,,,,,,,,,,,
3008398-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to adjust the boundary between two parcels of land. Proposed parcel sizes are: A)7 262 sq. ft.; B)7 262 sq. ft. Existing stucture to remain,0.0,Completed,3008398-LU,1526 S PEARL ST,SEATTLE,WA,98108,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3008398-EX'},47.55692285,-122.31223529,"{'latitude': '47.55692285', 'longitude': '-122.31223529'}",0,0,0,N/A,,,,,,,,,,,,
3006890-EX,Institutional,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to allow 10 430 cu.yds of grading to replace the existing natural turf with synthetic turf  rubberized track  asphalt paving and lawn at the existing athletic field (Ballard High School) in an environmentally critical area.,0.0,Completed,3006890-LU,1418 NW 65TH ST,SEATTLE,WA,98117,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3006890-EX'},47.67661659,-122.37490330,"{'latitude': '47.67661659', 'longitude': '-122.3749033'}",0,0,0,N/A,SEATTLE PUBLIC SCHOOLS,,,,,,,,,,,
3006945-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to allow a six-story building with 10 000 sq. ft. of retail at ground level and offices above in an environmentally critical area.  Parking for 435 vehicles to be located beneath the structure. Review includes demolition of two office and one retail structures and a surface parking lot.,0.0,Completed,3006945-LU,1101 DEXTER AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3006945-EX'},47.62906083,-122.34260143,"{'latitude': '47.62906083', 'longitude': '-122.34260143'}",0,0,0,N/A,,,,,,,,,,,,
3007127-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to adjust the boundary between six parcels of land. Proposed parcel sizes are: A)  6 998.2 sq.ft.  B)  5 948.10 sq.ft C) 5 605.70 sq.ft.,0.0,Completed,3007127-LU,925 M L KING JR WAY S,SEATTLE,WA,98144,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3007127-EX'},47.59386554,-122.29818633,"{'latitude': '47.59386554', 'longitude': '-122.29818633'}",0,0,0,N/A,,,,,,,,,,,,
3007208-EX,Industrial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to expand a heavy manufacturing facility (Ashgrove Cement) by adding a new 14 307 sq.ft. (100'tall) cement storage dome.  Existing 4 900 sq.ft. storage silo to be demolished.,0.0,Completed,3007208-LU,3801 EAST MARGINAL WAY S,SEATTLE,WA,98134,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3007208-EX'},47.56852863,-122.34046304,"{'latitude': '47.56852863', 'longitude': '-122.34046304'}",0,0,0,N/A,,,,,,,,,,,,
3007367-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to allow a 3-story building containing 59 590 sq. ft. of office with parking for 179 vehicles below grade in an environmentally critical area.  Existing structures to be demolished.  Project includes 40 000 cu. yds. of grading.,0.0,Completed,3007367-LU,1001 W EWING ST,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3007367-EX'},47.65461822,-122.37006974,"{'latitude': '47.65461822', 'longitude': '-122.37006974'}",0,0,0,N/A,,,,,,,,,,,,
3007368-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to allow a 3-story building containing 88 245 sq. ft. of office and parking for 269 vehicles below grade in an environmentally critical area.  Project includes 53 000 cu. yds. of grading.,0.0,Completed,3007368-LU,901 W EWING ST,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3007368-EX'},47.65379545,-122.36882327,"{'latitude': '47.65379545', 'longitude': '-122.36882327'}",0,0,0,N/A,,,,,,,,,,,,
3005955-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to subdivide two parcels into three parcels of land in an environmentally critical area.  Proposed parcel sizes are A)9 304 sq.ft.  B)7 202 sq.ft. and C)7 200 sq.ft. Existing shed to be demolished.,0.0,Completed,3005955-LU,9405 LEROY PL S,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3005955-EX'},47.51847906,-122.28785411,"{'latitude': '47.51847906', 'longitude': '-122.28785411'}",0,0,0,N/A,,,,,,,,,,,,
3005975-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: CANCELLED DUE TO LACK OF ACTIVITY 10/26/2010 JH.Land Use Application to allow a 2600 sq.ft. detached three car garage with workshop on top in an environmentally critical area. Project includes a 12 - 20ft high U shaped retaining wall.,0.0,Canceled,3005975-LU,10869 ARROYO BEACH PL SW,SEATTLE,WA,98146,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3005975-EX'},47.50477941,-122.38837273,"{'latitude': '47.50477941', 'longitude': '-122.38837273'}",,,0,N/A,,,,,,,,,,,,
3005978-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to excavate 12 000 cubic yards for a new irrigation lake and using 4 000 cubic yards to fill at tee box #2. 1 000 cubic yards of grading will occur within an environmentally critical area. Project includes a new 24ft. x 265ft. retaining wall. Broadmoor Golf Club).,0.0,Completed,3005978-LU,2340 BROADMOOR DR E,SEATTLE,WA,98112,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3005978-EX'},47.64033158,-122.29136952,"{'latitude': '47.64033158', 'longitude': '-122.29136952'}",0,0,0,N/A,,,,,,,,,,,,
3006139-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: CANCELED PER APPLICANT IN 2006 JH 11/16/09. Land use application to allow a one story  5 510 sq.ft. business incubator (food processing) facility in an environmentally critical area. Existing structures to be demolished.,0.0,Canceled,3006139-LU,4237 RAINIER AVE S,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3006139-EX'},47.56451691,-122.28867690,"{'latitude': '47.56451691', 'longitude': '-122.2886769'}",,,0,N/A,,,,,,,,,,,,
3006861-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to allow a six story  17 unit apartment building in an environmentally critical area. Parking for 21 vehicles will be located in a below grade garage. Project includes 3 700 cubic yards of grading.  Existing structure to be demolished.,0.0,Canceled,3006861-LU,3050 SW AVALON WAY,SEATTLE,WA,98126,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3006861-EX'},47.56632992,-122.37197549,"{'latitude': '47.56632992', 'longitude': '-122.37197549'}",,,0,N/A,,,,,,,,,,,,
3007315-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to allow a 42 000 sq. ft. addition to an existing mini-storage storage structure (Nickerson Street Self Storage). Additional parking for 20 vehicles to be provided at grade.  Project includes 1 300 cubic yards of grading.,0.0,Completed,3007315-LU,1300 W NICKERSON ST,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3007315-EX'},47.65567232,-122.37479895,"{'latitude': '47.65567232', 'longitude': '-122.37479895'}",0,0,0,N/A,,,,,,,,,,,,
3009853-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: PROJECT CANCELLED 3/25/2011 -- Shoreline Substantial Development Permit to install a new 283 sq. ft. pier  20 linear ft. of stairs and an automatic boat lift in an environmentally critical area  all accessory to a single family dwelling unit.,0.0,Canceled,3009853-LU,5648 39TH AVE W,SEATTLE,WA,98199,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3009853-EX'},47.67093143,-122.40879613,"{'latitude': '47.67093143', 'longitude': '-122.40879613'}",,,0,N/A,,,,,,,,,,,,
3009986-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to allow a clustered housing development of 30 residential units  two to three stories in height which will include 10  detached single family residences  four  3-unit and two  2-unit  townhouse structures  and four carriage house units in an environmentally critical area. Parking for 55 vehicles will be provided within some structures and as surface parking. Project also includes environmental review for a future unit lot full subdivision.,0.0,Completed,3009986-LU,10035 55TH AVE S,SEATTLE,WA,98178,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3009986-EX'},47.51057050,-122.26542150,"{'latitude': '47.5105705', 'longitude': '-122.2654215'}",0,0,0,N/A,,,,,,,,,,,,
3010097-EX-002,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Shoreline Exemption,Exception/Exemption Request for: ShorelineSubstanitial Development. installation of winding drum residental inclined elevator (approximately 60 ft) for access from parking lot to house on steep slope  all work on dry land only. Upper landing will be attached to an existing concrete deck at the house level. Lower tram track pit will be excavated (about 30 sq yds.) and enclosed 3 sides with a concrete foundation that intersects an existing retaining wall.  Shoreline Exemption Request.,0.0,Canceled,3010097-LU,10801 ARROYO BEACH PL SW,SEATTLE,WA,98146,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3010097-EX-002'},47.50639248,-122.38929639,"{'latitude': '47.50639248', 'longitude': '-122.38929639'}",,,0,N/A,,,,,,,,,,,,
3010277-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land use application to adjust the boundary between two parcels of land. Proposed parcel sizes are: A)5 281 sq.ft. and B)5 000 sq.ft.  Existing structures to remain.,0.0,Completed,3010277-LU,1812 9TH AVE W,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3010277-EX'},47.63521888,-122.36873327,"{'latitude': '47.63521888', 'longitude': '-122.36873327'}",0,0,0,N/A,,,,,,,,,,,,
3010398-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to subdivide one parcel into three parcels of land. Proposed parcel sizes are: A) 7 323.5 sq. ft.; B) 7 269.1 sq. ft. and C) 7 325.2 sq. ft.,0.0,Completed,3010398-LU,5545 S BRANDON ST,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3010398-EX'},47.55315372,-122.26277993,"{'latitude': '47.55315372', 'longitude': '-122.26277993'}",0,0,0,N/A,,,,,,,,,,,,
3011169-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to allow a five-story building containing 131 000 sq. ft. of storage (Public Storage). Project includes street improvements to Minor and Roy Streets and the addition of 22 surface parking spaces for a total of 44 spaces. Existing 30 000 sq. ft. storage building to be demolished  except the brick façade will be preserved. The north storage building is to remain.,0.0,Completed,3011169-LU,700 FAIRVIEW AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3011169-EX'},47.62572461,-122.33390849,"{'latitude': '47.62572461', 'longitude': '-122.33390849'}",0,0,0,N/A,,,,,,,,,,,,
3011805-EX,Industrial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Shoreline Substantial Development Permit to redesign and improve existing storm water filtration system (Boeing  North Plant 2) in environmentally critical area.  Review includes grading of 6 700 cu. yds. to install new oil water separator and new storm water vault.,0.0,Completed,3011805-LU,1135 S WEBSTER ST,SEATTLE,WA,98108,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3011805-EX'},47.53493218,-122.31789882,"{'latitude': '47.53493218', 'longitude': '-122.31789882'}",0,0,0,N/A,,,,,,,,,,,,
3011889-EX-002,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use Application to grade 9 488 cu. yds. of material (3 564 cu. yds. of cut and 5 924 of fill) and allow a city park development on top of Seattle Public Utilities lidded reservoir (West Seattle Reservoir). Project includes restrooms  lighting  parking  access drive  pathways and play area. Determination of Non-Significance prepared by Seattle Parks and Recreation.,0.0,Completed,3011889-LU,8800 8TH AVE SW,SEATTLE,WA,98106,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3011889-EX-002'},47.52354629,-122.34517945,"{'latitude': '47.52354629', 'longitude': '-122.34517945'}",0,0,0,N/A,,,,,,,,,,,,
